"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"relater";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"relancer";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"reconstitution";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"raphaël";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"racisme";-1,874;0,175;0,552;3,302;-0,267;-0,202
"quatrième";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"qualité";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"période";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"pécresse";-1,874;0,175;0,552;3,302;-0,267;-0,202
"pâté";-1,874;-0,906;0,552;16,85;-0,267;-0,202
"prévoir";-0,032;0,175;-0,624;3,302;-0,267;-0,202
"progrès";-0,032;0,175;-0,624;-0,221;-0,267;3,731
"proche";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"prix";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"primitif";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"prime";-1,874;-0,906;0,552;16,85;-0,267;-0,202
"poétique";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"poubelle";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"porteil";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"pluie";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"plat";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"pied";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"phrase";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"photographe";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"personnel";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"peintre";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"peau";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"parvenir";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"participant";-0,032;0,175;-0,624;3,302;-0,267;-0,202
"paroi";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"papou";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"orphelin";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"originaire";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"olympia";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"négociation";-0,032;0,175;-0,624;3,302;-0,267;-0,202
"noir";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"neige";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"métrage";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"métier";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"mésopotamie";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"mériter";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"mémoire";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"mur";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"montage";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"monnet";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"minute";-1,874;3,202;-0,624;3,302;-0,267;-0,202
"min";-1,874;3,202;-0,624;3,302;-0,267;-0,202
"microtrottoir";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"mi_homme";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"medium";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"maxence";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"mariage";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"marabout";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"manière";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"maman";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"malédiction";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"malade";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"léon";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"lynx";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"lycée";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"londres";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"ligue";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"lien";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"laboratoire";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"jésus";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"justicier";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"julie";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"jc";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"james";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"invention";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"intérêt";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"intégrer";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"intriguer";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"interpeller";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"indéniable";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"importer";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"impertinence";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"iens";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"ienne";-1,874;-0,906;0,552;16,85;-0,267;-0,202
"idée";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"hôtel";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"hybride";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"highland";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"géologique";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"génétique";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"généralement";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"gildas";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"gaspard";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"galaxie";1,017;-0,906;-0,624;3,302;-0,267;-0,202
"gadget";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"front";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"franz";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"fin";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"fil";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"feuilleton";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"favier";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"fan";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"fabriquer";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"fabrication";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"extérieur";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"experience";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"exactement";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"evocation";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"evelyne";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"eurovision";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"espion";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"envahisseur";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"envahir";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"entité";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"ennemi";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"engin";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"ena";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"emplacement";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"elysée";-1,874;-0,906;0,552;16,85;-0,267;-0,202
"elvis";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"eglise";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"effondrement";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"effectuer";-1,874;0,175;0,552;3,302;-0,267;-0,202
"développer";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"détecter";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"détail";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"désir";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"dépasser";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"délicat";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"définir";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"défiler";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"déclencher";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"dutronc";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"dupont";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"dresser";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"document";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"divorcer";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"discours";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"diriger";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"diffusion";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"descendre";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"cécile";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"cyril";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"culinaire";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"cuisinier";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"créateur";-1,874;0,175;0,552;3,302;-0,267;-0,202
"croûte";-1,874;-0,906;0,552;16,85;-0,267;-0,202
"cristal";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"craquer";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"court";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"couleur";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"costume";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"constituer";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"conservateur";-1,874;-0,906;5,177;3,302;-0,267;-0,202
"conquête";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"condition";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"conclusion";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"concert";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"compositeur";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"complet";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"com";-1,874;-0,906;-0,624;40,864;-0,267;-0,202
"collignon";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"coller";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"cockpit";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"clown";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"climatique";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"clervoy";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"cigarette";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"chronologique";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"chorégraphie";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"chinois";-0,032;0,175;-0,624;3,302;-0,267;-0,202
"chasse";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"charles";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"championnat";-1,874;0,175;0,552;3,302;-0,267;-0,202
"chaleur";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"chair";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"cavale";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"casser";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"carolin";-0,032;-0,906;-0,624;16,85;-0,267;-0,202
"carole";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"camp";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"camer";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"bruxelles";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"bretagne";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"brennan";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"brafman";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"bourgeois";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"bourdais";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"booth";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"boire";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"bleu";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"bible";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"benjamin";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"belgique";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"bde";-1,874;-0,906;0,552;16,85;-0,267;-0,202
"bataille";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"barnier";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"ballon_sonde";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"aéronautique";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"attraper";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"atterrissage";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"attal";-1,874;0,175;0,552;3,302;-0,267;-0,202
"astronome";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"assurance";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"assister";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"assassiner";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"article";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"artefact";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"apollo";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"août";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"antiquité";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"ange";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"ancêtre";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"amérique";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"ali";-1,874;-0,906;0,552;16,85;-0,267;-0,202
"agression";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"affiche";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"accueil";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"abriter";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"abattre";1,017;-0,906;-0,624;3,302;-0,267;-0,202
"abandonner";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"1er";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"de";-3,679;3,057;0,302;-3,032;-4,823;17,953
"la";5,997;-4,815;-1,444;-0,262;-36,497;65,806
"et";-6,931;8,447;-1,331;-35,714;-0,038;71,536
"l";-8,417;-0,06;-0,001;-7,504;0,02;80,593
"des";71,186;0,01;-1,01;-19,248;-9,512;-55,864
"être";6,37;-17,123;-2,968;-23,75;0,265;86,521
"les";46,655;0,305;-1,725;-25,117;0,575;-67,88
"le";4,536;0,669;5,022;-0,797;0,099;-73,861
"d";31,152;2,551;-1,635;-2,95;-7,169;-51,331
"avoir";26,266;-0,441;-2,282;-8,01;8,618;-50,806
"à";-12,166;0,068;-0,978;-6,769;0,452;100,416
"un";11,076;1,9;-2,439;-21,078;16,524;-41,417
"une";0,002;-3,053;-18,98;-25,659;7,413;141,803
"en";-0,31;41,286;2,166;2,634;-49,326;-37,339
"sur";-2,468;-15,949;0,438;-1,44;-3,49;154,009
"du";-0,09;5,413;8,888;10,789;-33,114;-25,067
"qui";-19,489;-8,239;-25,786;-29,308;183,267;146,427
"dans";11,308;0,026;-0,545;-1,356;0,176;-26,331
"il";26,505;-1,281;-2,856;-4,871;1,352;-22,406
"s";-29,425;-15,216;-8,994;-16,424;63,318;308,155
"pour";-2,263;17,419;0,027;-2,12;2,061;-21,125
"avec";-7,391;13,998;0,255;-3,105;12,656;-16,102
"ne";-0,067;-0,066;-6,061;-2,13;87,231;-17,755
"par";0,061;4,34;0,429;-9,239;4,273;-18,451
"que";75,424;-0,684;-5,892;-11,163;-19,037;-14,411
"se";22,112;-0,34;0,046;-1,1;-14,674;-11,108
"son";-0,126;32,251;1,641;-8,948;-16,173;-12,243
"au";0,253;4,74;2,2;0,381;-15,017;-11,368
"ses";-9,167;-0,458;-0,471;-11,521;179,202;-10,508
"pouvoir";16,404;-19,744;-16,318;-6,416;110,463;-11,042
"ils";17,223;-11,866;-4,045;-7,719;31,352;-6,87
"e";-77,893;-14,891;-13,918;5,421;15,843;541,518
"leur";-1,875;-1,55;-11,98;-6,261;201,258;-9,581
"pas";-2,234;-2,622;-3,801;-7,364;175,567;-10,679
"faire";3,774;12,914;-0,135;-6,012;-12,327;-9,331
"elle";0,017;17,371;-0,772;0,004;-9,645;-7,301
"qu";27,716;1,548;-2,537;-8,512;-12,989;-9,832
"ce";4,018;4,066;-0,002;-0,096;-12,767;-9,665
"aux";-0,96;1,733;0,045;30,474;-10,278;-7,78
"20";-12,915;-6,304;26,504;74,554;-7,381;-5,587
"plus";17,691;-0,281;0,609;-5,84;-9,645;-7,301
"19";-11,503;-9,031;15,487;102,525;-5,395;-4,084
"sa";-2,598;18,196;4,588;-2,969;-8,194;-6,203
"après";-9,995;0,04;-1,59;-1,346;99,598;-4,381
"mais";-0,673;-1,995;0,748;-7,399;52,746;-6,749
"tout";7,051;3,739;-0,698;-5,212;-6,281;-4,754
"tous";-9,959;0,148;-0,014;-3,577;79,904;-5,131
"ou";2,911;1,498;0,189;-2,434;-5,298;-4,011
"on";0,069;14,446;-0,012;-4,64;-5,591;-4,232
"nous";3,941;4,79;-0,415;-4,397;-5,298;-4,011
"c";-2,695;4,981;7,287;-0,003;-5,591;-4,232
"21";-16,898;-1,786;28,076;32,618;-3,288;-2,489
"y";4,883;-1,183;0,498;0,577;-4,91;-3,717
"comme";-1,9;-0,626;-3,984;-2,884;97,339;-4,455
"cette";4,576;3,161;-1,116;-1,106;-5,395;-4,084
"lui";5,126;3,486;-0,415;-4,397;-5,298;-4,011
"an";1,384;5,473;-0,123;-2,068;-4,813;-3,643
"autres";0,036;-4,352;-11,483;-4,075;123,861;-3,717
"aujourd_hui";-6,238;-0,679;-1,46;-4,155;120,757;-3,79
"leurs";3,196;2,725;-0,086;-3,436;-4,141;-3,134
"bien";-0,126;-5,061;-8,436;-3,834;133,93;-3,497
"aussi";-11,04;-0,775;-0,37;-3,834;133,93;-3,497
"ces";14,488;0,097;-1,604;-3,675;-4,428;-3,352
"très";0,007;7,999;0,162;-3,12;-3,76;-2,846
"depuis";3,196;0,866;-0,086;-0,425;-4,141;-3,134
"durant";0,992;-0,028;0,028;-0,369;-0,445;-0,337
"vous";-9,346;21,309;1,053;-0,277;-2,17;-1,643
"où";4,72;0,006;0,414;-2,885;-3,476;-2,631
"deux";-0,961;12,083;0,134;-0,965;-3,288;-2,489
"devoir";0,716;-0,071;4,105;-0,777;-3,006;-2,276
"selon";44,5;-6,449;-5,404;-2,729;-3,288;-2,489
"plein";-19,224;-0,729;-3,327;-2,651;210,589;-2,418
"grâce";-8,846;-2,78;-7,47;-2,651;210,589;-2,418
"alors";2,793;1,304;-0,168;-2,108;-2,54;-1,923
"lorsque";-4,683;-10,528;-4,98;-2,573;218,13;-2,347
"23";-4,593;-1,033;12,274;8,358;-1,437;-1,088
"même";10,304;-0,357;-1,406;-0,716;-2,913;-0,558
"comment";-4,869;30,593;-0,408;-0,656;-2,819;-2,134
"non";7,359;-0,587;-0,026;-1,42;-1,711;-1,295
"22";-8,185;-0,445;18,173;5,415;-1,165;-0,882
"vouloir";0,005;1,784;0,343;-0,231;-2,078;-1,573
"personne";2,577;1,428;-0,376;-1,801;-2,17;-1,643
"notre";5,039;0,01;-0,025;-1,878;-2,262;-1,713
"entre";1,112;-0,332;0,494;0,783;-2,447;-1,853
"elles";12,505;-1,344;-0,282;-1,725;-2,078;-1,573
"dont";1,395;0,499;0,23;-1,801;-2,17;-1,643
"00";-5,165;-5,191;42,594;0,651;-1,528;-1,157
"si";15,262;-0,732;-1,51;-1,878;-2,262;-1,713
"croire";6,037;-0,31;0,016;-1,648;-1,986;-1,503
"30";-4,701;-3,763;15,393;17,055;-1,803;-1,365
"point";-1,17;2,2;-1,029;14,624;-1,986;-1,503
"12";-8,128;2,2;1,604;14,624;-1,986;-1,503
"t";3,044;0,001;-0,355;-0,026;-1,528;-1,157
"quelques";-1,17;12,415;0,016;-1,648;-1,986;-1,503
"50";-2,018;-0,431;18,91;-0,048;-1,62;-1,226
"40";-3,435;-0,056;12,994;0,156;-0,894;-0,677
"savoir";6,176;1,066;-3,788;-1,344;-1,62;-1,226
"sans";1,159;3,246;-0,736;-1,496;-1,803;-1,365
"pendant";0,376;1,606;-0,068;-0,11;-1,803;-1,365
"05";-2,281;-0,513;18,923;-0,593;-0,714;-0,54
"million";5,284;0;-2,725;0,014;-1,165;-0,882
"11";-4,03;0,106;0,085;26,125;-1,346;-1,019
"07";-2,852;-0,738;9,386;3,353;-0,804;-0,609
"toujours";3,105;0,109;-0,026;-1,42;-1,711;-1,295
"quand";0,376;-0,758;7,442;-1,496;-1,803;-1,365
"cet";1,544;0,001;0,489;-1,268;-1,528;-1,157
"2";-7,078;0,599;12,274;0,809;-1,437;-1,088
"01";-5,844;-2,038;10,723;18,47;-1,256;-0,95
"lors";0,002;-0,009;6,052;-1,344;-1,62;-1,226
"j";-4,166;17,367;0,204;-1,42;-1,711;-1,295
"dire";0,002;1,066;1,443;-1,344;-1,62;-1,226
"certains";7,557;-1,255;-0,355;-0,026;-1,528;-1,157
"autre";3,105;0,772;-0,6;-1,42;-1,711;-1,295
"15";-5,165;0,001;6,978;7,506;-1,528;-1,157
"puis";1,434;0,886;-0,158;-1,117;-1,346;-1,019
"contre";2,999;-0,822;0,961;-1,117;-1,346;-1,019
"sous";11,983;-1,487;-1,734;-0,048;-1,62;-1,226
"plusieurs";7,84;-0,084;-1,179;-1,117;-1,346;-1,019
"chez";-2,417;2,337;2,223;0,041;-1,074;-0,813
"avant";-4,593;9,986;2,256;-1,193;-1,437;-1,088
"autour";1,991;-3,036;3,691;-0,742;-0,894;-0,677
"55";-6,459;0,886;5,559;4,109;-1,346;-1,019
"5";-0,577;-2,038;22,088;-1,042;-1,256;-0,95
"3";-2,643;0,599;2,256;3,592;-1,437;-1,088
"10";-5,844;-0,023;10,723;4,71;-1,256;-0,95
"09";-2,281;-0,513;6,097;4,152;-0,714;-0,54
"04";-1,441;-0,979;12,994;0,156;-0,894;-0,677
"02";-8,185;0;1,706;31,778;-1,165;-0,882
"pourquoi";2,187;3,869;-3,362;-1,193;-1,437;-1,088
"nos";3,985;-2,601;2,256;-1,193;-1,437;-1,088
"me";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"là";0,575;-0,979;3,691;-0,742;-0,894;-0,677
"certaines";11,117;-2,318;-0,158;-1,117;-1,346;-1,019
"45";-1,002;-0,004;0,162;9,955;-0,804;-0,609
"44";-3,435;-0,056;12,994;0,156;-0,894;-0,677
"1";-3,435;-0,979;12,994;2,728;-0,894;-0,677
"08";-6,915;1,09;10,893;0,087;-0,984;-0,745
"toute";-0,577;1,258;1,292;0,002;-1,256;-0,95
"souvent";0,12;5,741;-1,002;-1,042;-1,256;-0,95
"jamais";6,318;-0,176;-0,249;-1,193;-1,437;-1,088
"bon";-9,46;11,594;2,786;-0,001;-1,346;-1,019
"beaucoup";-0,577;9,201;-0,083;-1,042;-1,256;-0,95
"27";-3,435;-3,036;7,634;17,346;-0,894;-0,677
"25";-0,3;-0,979;1,165;8,458;-0,894;-0,677
"17";-1,722;3,093;1,292;0,002;-1,256;-0,95
"13";-0,918;-1,494;9,176;1,827;-1,074;-0,813
"03";-5,648;0,529;4,738;3,353;-0,804;-0,609
"54";-0,58;-1,232;6,238;2,23;-0,984;-0,745
"47";-1,441;-3,036;3,691;17,346;-0,894;-0,677
"16";-1,441;-3,036;12,994;2,728;-0,894;-0,677
"06";-1,203;-1,816;4,566;6,62;-0,535;-0,405
"eux";0,807;1,258;-0,083;-1,042;-1,256;-0,95
"encore";2,977;0,429;-0,831;-0,967;-1,165;-0,882
"différents";8,249;-1,764;-0,03;-0,967;-1,165;-0,882
"28";-1,441;-0,979;7,634;2,728;-0,894;-0,677
"000";0,344;-0,142;-0,001;0,909;-0,535;-0,405
"trois";0,141;0,529;0,162;-0,667;-0,804;-0,609
"peu";-0,58;1,09;0,795;0,087;-0,984;-0,745
"59";-1,002;-2,73;4,738;9,955;-0,804;-0,609
"52";0,011;-3,036;3,691;2,728;-0,894;-0,677
"48";-5,017;-0,513;6,097;11,843;-0,714;-0,54
"35";0,575;-3,036;-0,365;17,346;-0,894;-0,677
"33";-0,098;-0,004;-1,88;20,062;-0,804;-0,609
"57";-2,852;-0,738;9,386;3,353;-0,804;-0,609
"56";-1,916;-3,342;6,238;15,136;-0,984;-0,745
"29";1,979;-0,513;-0,124;0,402;-0,714;-0,54
"trop";1,13;-0,738;1,663;-0,667;-0,804;-0,609
"toutes";8,212;-0,513;-1,67;-0,593;-0,714;-0,54
"rien";-0,019;1,09;0,795;-0,817;-0,984;-0,745
"moins";1,13;-0,738;1,663;-0,667;-0,804;-0,609
"mal";1,13;-0,004;0,162;-0,667;-0,804;-0,609
"je";-3,435;18,32;-0,365;-0,742;-0,894;-0,677
"falloir";1,13;-0,004;0,162;-0,667;-0,804;-0,609
"cela";2,992;0,106;-0,51;-0,817;-0,984;-0,745
"53";-1,002;-2,73;4,738;9,955;-0,804;-0,609
"4";4,26;-0,979;-2,091;2,728;-0,894;-0,677
"38";-0,61;-0,513;-0,124;23,475;-0,714;-0,54
"31";-1,002;-2,73;4,738;9,955;-0,804;-0,609
"26";-2,852;-2,73;32,77;-0,667;-0,804;-0,609
"mes";6,667;-0,311;-1,46;-0,518;-0,624;-0,473
"loin";0,141;0,529;0,162;-0,667;-0,804;-0,609
"celui";1,979;0,933;-1,67;-0,593;-0,714;-0,54
"afin";4,26;-0,979;0,056;-0,742;-0,894;-0,677
"42";1,979;-0,513;-0,124;0,402;-0,714;-0,54
"39";-1,729;-0,311;-0,041;27,882;-0,624;-0,473
"24";0,059;-2,12;3,263;0,609;-0,624;-0,473
"18";-4,386;1,538;0,642;5,2;-0,624;-0,473
"ça";-2,281;18,747;-1,67;-0,593;-0,714;-0,54
"x";3,065;-0,004;-0,235;-0,667;-0,804;-0,609
"tant";-1,203;6,42;-0,001;-0,444;-0,535;-0,405
"g";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"franco";-2,852;-0,738;-1,88;71,42;-0,804;-0,609
"concernant";0,344;-1,816;1,106;0,909;-0,535;-0,405
"celle";1,979;0,016;-0,124;-0,593;-0,714;-0,54
"car";1,047;-0,311;0,642;-0,518;-0,624;-0,473
"au_dessus";4,564;-0,513;-0,124;-0,593;-0,714;-0,54
"ailleurs";4,564;0,016;-1,67;-0,593;-0,714;-0,54
"49";-3,128;-1,512;13,927;1,359;-0,445;-0,337
"46";-0,718;-1,512;1,838;8,638;-0,445;-0,337
"43";0,229;0,008;0,173;-0,295;-0,356;-0,269
"36";-0,718;-1,512;6,471;1,359;-0,445;-0,337
"34";0,059;-2,12;-0,041;14,291;-0,624;-0,473
"32";-5,017;-0,513;2,338;23,475;-0,714;-0,54
"2017";1,979;-2,425;2,338;-0,593;-0,714;-0,54
"14";-1,729;-2,12;23,243;-0,518;-0,624;-0,473
"vers";-0,065;0,352;1,106;-0,444;-0,535;-0,405
"pourtant";0,459;0,933;-0,124;-0,593;-0,714;-0,54
"laquelle";0,459;0,016;0,346;-0,593;-0,714;-0,54
"ensuite";-1,203;6,42;-0,001;-0,444;-0,535;-0,405
"ben";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"alerte";-0,287;-0,311;7,903;-0,518;-0,624;-0,473
